viaje_id,inicio_viaje,estacion_origen,localidad_origen,estacion_destino,localidad_destino,duracion_min,distancia_km,tipo_bicicleta,tipo_usuario,clima,temperatura_c,precipitacion_mm,fin_de_semana
V000536,2026-02-06 17:31:56,Unicentro,Usaquén,Calle 100,Usaquén,8.9,1.93,Eléctrica,Suscriptor,Despejado,14.6,0.0,No
V002859,2026-03-10 08:45:28,Calle 63,Chapinero,Zona G,Chapinero,19.8,5.11,Eléctrica,Suscriptor,Nublado,16.4,0.0,No
V002664,2026-04-25 19:21:23,Calle 72,Chapinero,Parque de la 93,Chapinero,10.5,2.33,Eléctrica,Ocasional,Lluvia ligera,,1.1,Sí
V000155,2026-02-02 07:22:19,Universidad Javeriana,Chapinero,Universidad Javeriana,Chapinero,7.5,1.78,Eléctrica,Suscriptor,Nublado,14.8,0.0,No
V002762,2026-03-02 08:20:50,Parque Nacional,Santa Fe,Centro Internacional,Santa Fe,23.7,5.91,Eléctrica,Ocasional,Nublado,16.7,0.0,No
V003010,2026-04-26 02:27:33,Universidad Nacional,Teusaquillo,Corferias,Teusaquillo,25.8,3.99,Mecánica,Suscriptor,Lluvia,17.3,9.3,Sí
V000323,2026-03-27 08:02:44,Parque de la 93,Chapinero,Universidad Javeriana,Chapinero,12.5,2.58,Mecánica,Ocasional,Lluvia ligera,14.3,0.5,No
V001711,2026-02-06 19:04:30,Universidad Javeriana,Chapinero,Universidades Centro,La Candelaria,19.8,5.01,Mecánica,Suscriptor,Nublado,14.6,0.0,No
V000015,2026-02-14 18:02:42,Parque de la 93,Chapinero,Parque Nacional,Santa Fe,28.6,4.58,Eléctrica,Suscriptor,Lluvia,13.1,8.1,Sí
V001799,2026-02-24 15:34:59,Parkway,Teusaquillo,Simón Bolívar Sur,Teusaquillo,10.9,2.82,Mecánica,Suscriptor,Nublado,15.6,0.0,No
V003013,2026-05-04 11:20:36,Universidades Centro,La Candelaria,Las Aguas,La Candelaria,20.4,4.83,Eléctrica,Suscriptor,Despejado,19.4,0.0,No
V000083,2026-04-18 20:29:44,Calle 116,Usaquén,Hacienda Santa Bárbara,Usaquén,17.1,3.56,Eléctrica,Suscriptor,Despejado,15.9,0.0,Sí
V002561,2026-05-15 08:41:32,Calle 63,Chapinero,Parque de los Hippies,Chapinero,9.9,2.14,Eléctrica,Suscriptor,Nublado,20.3,0.0,No
V001944,2026-03-04 13:45:35,Corferias,Teusaquillo,Parque de la 93,Chapinero,11.6,1.95,Mecánica,Suscriptor,Despejado,19.3,0.0,No
V001989,2026-03-10 15:14:33,Universidad Nacional,Teusaquillo,Simón Bolívar Sur,Teusaquillo,8.4,,Eléctrica,Suscriptor,Despejado,18.0,0.0,No
V002673,2026-04-11 09:55:02,Calle 72,Chapinero,Parque de los Hippies,Chapinero,26.8,5.32,Mecánica,Ocasional,Despejado,17.2,0.0,Sí
V001384,2026-04-05 18:23:39,Simón Bolívar Sur,Teusaquillo,Plaza de Bolívar,La Candelaria,11.1,2.41,Eléctrica,Suscriptor,Despejado,13.9,0.0,Sí
V001575,2026-02-13 00:59:10,Parkway,Teusaquillo,Las Nieves,Santa Fe,10.4,2.21,Mecánica,Ocasional,Lluvia ligera,11.0,1.4,No
V002059,2026-05-26 18:28:11,Calle 80,Barrios Unidos,San Felipe,Barrios Unidos,8.3,2.15,Mecánica,Ocasional,Despejado,19.4,0.0,No
V003190,2026-02-22 08:02:52,Calle 116,Usaquén,Unicentro,Usaquén,7.1,1.03,Mecánica,Ocasional,Despejado,19.1,0.0,Sí
V001495,2026-05-07 09:33:39,Calle 63,Chapinero,Universidad Javeriana,Chapinero,7.7,,Mecánica,Suscriptor,Lluvia,18.5,11.5,No
V000832,2026-02-19 01:51:11,Universidades Centro,La Candelaria,Plaza de Bolívar,La Candelaria,21.6,3.54,Mecánica,Suscriptor,Nublado,15.3,0.0,No
V002081,2026-02-18 20:33:16,San Felipe,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,11.7,3.17,Eléctrica,Ocasional,Nublado,16.0,0.0,No
V001175,2026-05-26 08:03:31,Calle 63,Chapinero,Calle 63,Chapinero,6.4,1.73,Mecánica,Suscriptor,Nublado,17.3,0.0,No
V000414,2026-03-09 13:15:34,Parque de la 93,Chapinero,Calle 63,Chapinero,3.6,0.92,Eléctrica,Ocasional,Nublado,16.7,0.0,No
V002629,2026-02-08 18:58:07,Plaza de Bolívar,Chapinero ,Universidades Centro,La Candelaria,12.6,1.67,Mecánica,Suscriptor,Despejado,13.6,0.0,Sí
V001818,2026-04-17 08:36:00,Calle 63,Chapinero,Calle 72,Chapinero,6.0,0.86,Eléctrica,Ocasional,Despejado,15.9,0.0,No
V000166,2026-03-27 18:48:53,Calle 72,Chapinero,Universidad Javeriana,Chapinero,8.0,1.94,Eléctrica,Suscriptor,Despejado,19.7,0.0,No
V002906,2026-02-17 11:57:59,Calle 80,Barrios Unidos,Calle 63,Chapinero,17.3,3.85,Eléctrica,Suscriptor,Lluvia,12.6,11.9,No
V003124,2026-02-10 02:03:56,Corferias,Teusaquillo,Corferias,Teusaquillo,4.6,1.1,Mecánica,Ocasional,Lluvia ligera,12.5,0.9,No
V000615,2026-03-30 06:54:45,Plaza de Bolívar,La Candelaria,Chorro de Quevedo,La Candelaria,15.9,2.81,Eléctrica,Ocasional,Nublado,15.2,0.0,No
V001015,2026-03-24 19:14:53,Centro Internacional,Santa Fe,Universidades Centro,La Candelaria,11.3,3.02,Eléctrica,Suscriptor,Nublado,17.2,0.0,No
V002138,2026-05-23 19:27:57,Galerías,Teusaquillo,Las Nieves,Santa Fe,15.4,4.45,Mecánica,Suscriptor,Nublado,16.3,0.0,Sí
V002940,2026-05-19 02:10:41,Centro Internacional,Santa Fe,Simón Bolívar Norte,Barrios Unidos,22.5,3.18,Mecánica,Suscriptor,Nublado,16.4,0.0,No
V002650,2026-04-14 07:11:45,Parkway,Teusaquillo,Calle 116,Usaquén,14.6,4.14,Eléctrica,Suscriptor,Lluvia,20.7,4.5,No
V001238,2026-04-21 03:42:23,Calle 116,Usaquén,Hacienda Santa Bárbara,Usaquén,11.0,3.47,Eléctrica,Suscriptor,Nublado,21.4,0.0,No
V002182,2026-04-30 21:18:53,Parque de la 93,Chapinero,Universidad Javeriana,Chapinero,11.2,2.58,Mecánica,Suscriptor,Nublado,16.5,0.0,No
V000556,2026-04-25 19:08:56,Universidad Nacional,Teusaquillo,,Teusaquillo,7.8,1.11,Mecánica,Suscriptor,Despejado,15.9,0.0,Sí
V002369,2026-03-29 04:00:00,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,7.2,1.41,Mecánica,Suscriptor,Despejado,18.2,0.0,Sí
V003003,2026-02-02 13:01:00,Simón Bolívar Norte,Barrios Unidos,Calle 100,Usaquén,31.3,4.87,Mecánica,Suscriptor,Despejado,16.5,0.0,No
V001212,2026-02-08 18:08:11,Corferias,Teusaquillo,Parkway,Teusaquillo,18.9,3.08,Eléctrica,Ocasional,Despejado,16.3,0.0,Sí
V002979,2026-02-19 07:21:26,Las Nieves,Santa Fe,Parque Nacional,Santa Fe,12.6,,Mecánica,Suscriptor,Lluvia ligera,14.2,2.0,No
V000635,2026-05-23 18:34:09,Calle 100,Usaquén,Simón Bolívar Norte,Barrios Unidos,6.3,1.35,Eléctrica,Ocasional,Nublado,16.6,0.0,Sí
V002601,2026-02-11 12:00:10,Zona G,Chapinero,Parque de la 93,Chapinero,6.2,1.39,Mecánica,Suscriptor,Nublado,14.7,0.0,No
V001056,2026-05-27 08:26:37,Las Nieves,Santa Fe,Centro Internacional,Santa Fe,13.9,1.27,Mecánica,Suscriptor,Despejado,14.9,0.0,No
V002341,2026-02-04 17:07:42,Universidad Javeriana,Chapinero,Parque de la 93,Chapinero,13.3,2.88,Eléctrica,Ocasional,Nublado,14.3,0.0,No
V001709,2026-04-18 09:11:44,Galerías,Teusaquillo,Galerías,Teusaquillo,16.4,3.84,Eléctrica,Suscriptor,Despejado,12.3,0.0,Sí
V000797,2026-05-31 18:11:52,Las Nieves,Santa Fe,Centro Internacional,Santa Fe,8.5,2.15,Eléctrica,Suscriptor,Despejado,21.4,0.0,Sí
V002954,2026-02-03 18:25:53,Simón Bolívar Sur,Teusaquillo,Las Aguas,La Candelaria,19.5,4.96,Eléctrica,Ocasional,Lluvia,13.9,5.3,No
V000175,2026-04-02 18:06:37,Parque El Virrey Norte,Usaquén,Calle 116,Usaquén,13.9,2.23,Mecánica,Suscriptor,Nublado,17.4,0.0,No
V000246,2026-04-22 05:52:23,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,6.8,1.23,Mecánica,Suscriptor,Nublado,15.3,0.0,No
V001081,2026-04-11 18:32:19,Calle 63,Chapinero,Corferias,Teusaquillo,13.4,2.94,Mecánica,Ocasional,Despejado,20.4,0.0,Sí
V001655,2026-03-10 19:00:07,Parkway,Teusaquillo,Galerías,Teusaquillo,13.7,2.23,Mecánica,Suscriptor,Lluvia ligera,19.6,0.9,No
V003164,2026-02-22 09:15:01,Centro Internacional,Santa Fe,Museo Nacional,Santa Fe,13.5,2.17,Mecánica,Suscriptor,Despejado,14.3,0.0,Sí
V000145,2026-03-23 09:48:15,Corferias,Teusaquillo,Corferias,Teusaquillo,7.0,2.24,Eléctrica,Suscriptor,Nublado,15.1,0.0,No
V000146,2026-03-19 07:17:28,Galerías,Teusaquillo,Universidades Centro,La Candelaria,36.2,7.59,Mecánica,Suscriptor,Lluvia,20.3,11.0,No
V000091,2026-03-31 18:59:42,Museo Nacional,Santa Fe,Simón Bolívar Sur,Teusaquillo,11.0,2.26,Eléctrica,Suscriptor,Lluvia ligera,16.9,1.4,No
V000683,2026-03-27 09:24:29,Parque de la 93,Chapinero,Calle 72,Chapinero,13.8,3.53,Eléctrica,Suscriptor,Nublado,17.0,0.0,No
V000311,2026-03-23 08:37:24,Calle 63,Chapinero,Calle 63,Chapinero,9.7,1.32,Mecánica,Suscriptor,Despejado,,0.0,No
V000094,2026-03-27 17:04:45,Las Aguas,La Candelaria,Chorro de Quevedo,La Candelaria,10.2,2.02,Eléctrica,Suscriptor,Despejado,18.9,0.0,No
V002831,2026-05-31 07:09:46,Centro Internacional,Santa Fe,Parkway,Teusaquillo,13.3,2.85,Mecánica,Suscriptor,Nublado,18.4,0.0,Sí
V001957,2026-02-17 17:32:25,Calle 63,Chapinero,Calle 63,Chapinero,10.3,2.16,Eléctrica,Suscriptor,Nublado,12.3,0.0,No
V000925,2026-02-27 10:19:37,Plaza de Bolívar,La Candelaria,Las Aguas,La Candelaria,9.2,1.48,Mecánica,Suscriptor,Lluvia,14.7,9.2,No
V002936,2026-02-01 07:13:54,Parkway,Teusaquillo,Galerías,Teusaquillo,7.0,1.45,Eléctrica,Suscriptor,Lluvia ligera,14.4,2.3,Sí
V001910,2026-02-22 13:08:29,Las Nieves,Santa Fe,Museo Nacional,Santa Fe,6.7,1.19,Eléctrica,Ocasional,Despejado,15.3,0.0,Sí
V001036,2026-05-30 04:32:20,Calle 116,Usaquén,Calle 100,Usaquén,13.2,2.45,Eléctrica,Suscriptor,Lluvia ligera,18.3,2.2,Sí
V001401,2026-05-20 17:59:51,Calle 80,Barrios Unidos,Calle 100,Usaquén,19.0,3.32,Mecánica,Suscriptor,Nublado,16.6,0.0,No
V002292,2026-05-14 17:39:58,Parque de los Hippies,Chapinero,Calle 72,Chapinero,12.1,2.72,Eléctrica,Suscriptor,Despejado,19.2,0.0,No
V001501,2026-05-14 17:24:56,Plaza de Bolívar,La Candelaria,Chorro de Quevedo,La Candelaria,7.8,1.94,Eléctrica,Suscriptor,Despejado,16.7,0.0,No
V002263,2026-02-23 03:08:07,Calle 72,Chapinero,Universidad Javeriana,Chapinero,20.7,4.6,Mecánica,Suscriptor,Despejado,20.5,0.0,No
V001469,2026-05-04 06:55:18,Parque de la 93,Chapinero,Calle 63,Chapinero,9.4,2.08,Eléctrica,Suscriptor,Nublado,16.0,0.0,No
V000999,2026-04-07 14:57:49,Simón Bolívar Sur,Teusaquillo,Universidad Nacional,Teusaquillo,6.0,1.33,Mecánica,Ocasional,Nublado,18.4,0.0,No
V000854,2026-02-20 21:20:42,Parque El Virrey Norte,Usaquén,,Chapinero,28.8,5.22,Eléctrica,Suscriptor,Nublado,17.1,0.0,No
V002474,2026-05-08 18:33:29,Simón Bolívar Sur,Teusaquillo,,Barrios Unidos,45.2,8.8,Eléctrica,Suscriptor,Nublado,14.6,0.0,No
V002205,2026-03-25 03:12:16,Centro Internacional,Santa Fe,Centro Internacional,Santa Fe,8.0,1.75,Mecánica,Suscriptor,Lluvia,20.4,3.7,No
V001143,2026-02-26 08:53:52,Chorro de Quevedo,La Candelaria,Plaza de Bolívar,La Candelaria,7.8,1.94,Mecánica,Suscriptor,Lluvia ligera,13.2,1.7,No
V001144,2026-02-22 18:56:26,Unicentro,Usaquén,Unicentro,Usaquén,10.2,2.38,Mecánica,Suscriptor,Lluvia,17.7,6.5,Sí
V002275,2026-03-02 19:41:23,Centro Internacional,Santa Fe,Parque El Virrey Norte,Usaquén,16.7,2.18,Mecánica,Suscriptor,Nublado,16.5,0.0,No
V002049,2026-05-07 18:32:16,Chorro de Quevedo,La Candelaria,Universidades Centro,La Candelaria,9.7,1.28,Mecánica,Ocasional,Nublado,18.5,0.0,No
V000402,2026-03-02 07:48:48,Parkway,Teusaquillo,Calle 100,Usaquén,35.7,7.96,Eléctrica,Suscriptor,Despejado,13.1,0.0,No
V001104,2026-05-09 17:43:04,Universidad Nacional,Teusaquillo,Corferias,Teusaquillo,10.7,1.68,Mecánica,Ocasional,Despejado,15.7,0.0,Sí
V000085,2026-02-02 07:29:39,Calle 80,Barrios Unidos,Museo Nacional,Santa Fe,17.5,2.58,Eléctrica,Suscriptor,Despejado,15.0,0.0,No
V002211,2026-03-29 10:46:27,Simón Bolívar Sur,Teusaquillo,Universidad Nacional,Teusaquillo,11.7,2.16,Eléctrica,Ocasional,Despejado,15.0,0.0,Sí
V003082,2026-03-23 19:57:11,Parque Nacional,Santa Fe,Hacienda Santa Bárbara,Usaquén,16.9,4.22,Eléctrica,Ocasional,Nublado,18.2,0.0,No
V000115,2026-04-06 17:01:07,Corferias,Teusaquillo,Simón Bolívar Sur,Teusaquillo,13.6,2.25,Mecánica,Ocasional,Lluvia,16.2,3.2,No
V002719,2026-03-01 02:55:24,Corferias,Teusaquillo,Hacienda Santa Bárbara,Usaquén,16.2,3.4,Eléctrica,Ocasional,Nublado,16.6,0.0,Sí
V002793,2026-04-24 17:44:34,Simón Bolívar Norte,Barrios Unidos,Parque El Virrey Norte,Usaquén,8.8,2.11,Eléctrica,Suscriptor,Despejado,16.7,0.0,No
V001586,2026-04-25 12:14:41,Simón Bolívar Sur,Teusaquillo,Parkway,Teusaquillo,30.7,6.8,Mecánica,Suscriptor,Nublado,20.3,0.0,Sí
V001568,2026-04-03 06:07:52,Centro Internacional,Santa Fe,Museo Nacional,Santa Fe,12.8,3.11,Mecánica,Suscriptor,Despejado,19.1,0.0,No
V001502,2026-02-14 08:53:19,Parque de los Hippies,Chapinero,Calle 63,Chapinero,14.9,2.36,Mecánica,Suscriptor,Nublado,17.0,0.0,Sí
V001661,2026-03-31 07:25:29,Universidad Nacional,Teusaquillo,Las Nieves,Santa Fe,11.5,3.34,Eléctrica,Suscriptor,Despejado,15.6,0.0,No
V001557,2026-04-29 09:26:20,Universidad Nacional,Teusaquillo,Galerías,Teusaquillo,17.6,2.78,Mecánica,Suscriptor,Nublado,19.3,0.0,No
V002008,2026-05-11 09:37:03,Universidad Nacional,Teusaquillo,Universidad Nacional,Teusaquillo,3.0,0.7,Eléctrica,Ocasional,Despejado,14.0,0.0,No
V000626,2026-04-02 09:15:44,Unicentro,Usaquén,Calle 100,Usaquén,27.3,6.49,Mecánica,Ocasional,Despejado,13.8,0.0,No
V001886,2026-03-15 09:56:18,Parque Nacional,Santa Fe,Las Nieves,Santa Fe,12.3,2.54,Mecánica,Suscriptor,Lluvia,15.7,9.1,Sí
V001867,2026-03-07 05:43:42,Universidades Centro,La Candelaria,Universidades Centro,La Candelaria,5.0,0.7,Eléctrica,Suscriptor,Despejado,12.8,0.0,Sí
V000953,2026-04-11 17:30:34,Universidad Nacional,Teusaquillo,Corferias,Teusaquillo,10.2,1.66,Eléctrica,Suscriptor,Nublado,18.5,0.0,Sí
V002307,2026-02-21 10:23:34,Centro Internacional,Santa Fe,Parque Nacional,Santa Fe,5.6,1.11,Mecánica,Suscriptor,Lluvia ligera,12.9,1.6,Sí
V000625,2026-03-04 00:20:03,Corferias,Teusaquillo,Galerías,Teusaquillo,16.8,2.87,Mecánica,Suscriptor,Despejado,14.1,0.0,No
V000235,2026-04-25 17:47:20,Simón Bolívar Sur,Teusaquillo,Universidad Nacional,Teusaquillo,8.2,1.33,Mecánica,Ocasional,Despejado,17.1,0.0,Sí
V002184,2026-02-19 04:06:16,Parque de los Novios,Barrios Unidos,Calle 80,Barrios Unidos,10.7,1.91,Mecánica,Suscriptor,Nublado,13.8,0.0,No
V002665,2026-03-19 12:36:11,Galerías,Teusaquillo,Galerías,Teusaquillo,16.5,3.42,Eléctrica,Suscriptor,Despejado,16.8,0.0,No
V002035,2026-03-05 17:04:23,Parque de la 93,Chapinero,Universidad Nacional,Teusaquillo,26.4,4.82,Mecánica,,Despejado,16.9,0.0,No
V001827,2026-03-10 19:19:44,Museo Nacional,Santa Fe,Centro Internacional,Santa Fe,10.1,1.28,Mecánica,Suscriptor,Despejado,15.2,0.0,No
V003037,2026-03-05 17:38:24,Corferias,Teusaquillo,Simón Bolívar Sur,Teusaquillo,13.5,2.69,Eléctrica,Suscriptor,Despejado,20.4,0.0,No
V002641,2026-05-09 05:10:59,Calle 80,Barrios Unidos,Calle 80,Barrios Unidos,14.7,2.76,Eléctrica,Ocasional,Despejado,16.9,0.0,Sí
V001315,2026-05-31 08:56:02,Zona G,Chapinero,Universidad Javeriana,Chapinero,15.7,4.27,Eléctrica,Suscriptor,Despejado,17.2,0.0,Sí
V001526,2026-05-22 07:58:13,Museo Nacional,Santa Fe,Centro Internacional,Santa Fe,5.8,1.29,Eléctrica,Suscriptor,Nublado,20.5,0.0,No
V001563,2026-03-11 18:50:44,Museo Nacional,Santa Fe,Calle 72,Chapinero,18.5,4.16,Eléctrica,Ocasional,Nublado,18.0,0.0,No
V001753,2026-04-21 18:59:34,Simón Bolívar Sur,Teusaquillo,Galerías,Teusaquillo,15.9,1.92,Mecánica,Suscriptor,Lluvia,19.4,6.6,No
V001606,2026-04-29 07:29:52,Museo Nacional,Santa Fe,Museo Nacional,Santa Fe,9.0,1.7,Mecánica,Suscriptor,Despejado,21.4,0.0,No
V000344,2026-02-07 01:10:21,Calle 80,Barrios Unidos,Centro Internacional,Santa Fe,10.5,2.4,Mecánica,Suscriptor,Lluvia ligera,12.5,1.0,Sí
V003177,2026-05-23 16:46:06,Parque de los Hippies,Chapinero,Parque de los Novios,Barrios Unidos,12.7,2.57,Mecánica,Suscriptor,Despejado,17.3,0.0,Sí
V002342,2026-02-04 16:25:23,Simón Bolívar Sur,Teusaquillo,Parkway,Teusaquillo,10.8,2.04,Mecánica,Ocasional,Lluvia,17.3,10.9,No
V002413,2026-04-06 17:53:16,Universidad Nacional,Teusaquillo,Simón Bolívar Sur,Teusaquillo,21.7,2.69,Eléctrica,Suscriptor,Despejado,18.7,0.0,No
V002227,2026-02-23 07:00:00,Plaza de Bolívar,La Candelaria,Corferias,Teusaquillo,9.5,2.35,Eléctrica,Suscriptor,Despejado,19.3,0.0,No
V002708,2026-03-13 19:54:46,Calle 72,Chapinero,Zona G,Chapinero,13.6,2.8,Eléctrica,Suscriptor,Despejado,18.8,0.0,No
V000997,2026-03-06 00:44:51,Parque de los Hippies,Chapinero,Calle 72,Chapinero,14.9,3.88,Eléctrica,Suscriptor,Despejado,10.7,0.0,No
V002063,2026-04-08 06:22:14,Calle 100,Usaquén,Museo Nacional,Santa Fe,27.8,8.06,Eléctrica,Suscriptor,Despejado,18.2,0.0,No
V001111,2026-04-13 18:45:41,Parkway,Teusaquillo,Universidad Nacional,Teusaquillo,13.5,3.24,Eléctrica,Suscriptor,Lluvia,19.3,11.9,No
V002214,2026-05-13 08:27:18,Calle 80,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,10.7,2.55,Eléctrica,Ocasional,Nublado,,0.0,No
V001360,2026-04-27 07:24:36,Calle 80,Barrios Unidos,Calle 80,Barrios Unidos,5.2,1.26,Eléctrica,Suscriptor,Nublado,15.5,0.0,No
V002108,2026-04-21 19:57:23,Calle 80,Barrios Unidos,Parque El Virrey Norte,Usaquén,7.8,1.95,Mecánica,Suscriptor,Despejado,16.2,0.0,No
V000710,2026-05-21 09:15:44,Corferias,Teusaquillo,Corferias,Teusaquillo,9.2,1.84,Mecánica,Suscriptor,Nublado,16.1,0.0,No
V001879,2026-04-26 15:16:42,San Felipe,Barrios Unidos,Parque de los Novios,Barrios Unidos,21.4,4.8,Eléctrica,Suscriptor,Nublado,15.0,0.0,Sí
V002725,2026-05-12 02:06:07,Parque de los Novios,Barrios Unidos,Parque de los Novios,Barrios Unidos,12.3,2.29,Eléctrica,Suscriptor,Lluvia ligera,18.3,1.4,No
V001379,2026-05-17 00:09:40,San Felipe,Barrios Unidos,San Felipe,Barrios Unidos,3.1,0.7,Eléctrica,Suscriptor,Lluvia,17.3,4.3,Sí
V000425,2026-04-06 17:34:46,Simón Bolívar Sur,Teusaquillo,Parque Nacional,Santa Fe,25.0,4.37,Mecánica,Suscriptor,Nublado,19.1,0.0,No
V000293,2026-04-11 17:36:18,Universidades Centro,La Candelaria,Parque de la 93,Chapinero,13.7,2.5,Eléctrica,Suscriptor,Despejado,18.1,0.0,Sí
V001066,2026-03-26 17:27:57,Parque de la 93,Chapinero,Calle 72,Chapinero,22.7,5.16,Mecánica,Suscriptor,Despejado,12.9,0.0,No
V002378,2026-03-23 19:48:45,Calle 80,Barrios Unidos,Calle 80,Barrios Unidos,12.3,1.9,Mecánica,Suscriptor,Nublado,13.3,0.0,No
V001639,2026-02-18 00:43:26,Calle 72,Chapinero,Las Nieves,Santa Fe,9.5,2.13,Eléctrica,Ocasional,Despejado,14.5,0.0,No
V002478,2026-03-15 08:57:12,Plaza de Bolívar,La Candelaria,Parque Nacional,Santa Fe,23.5,5.41,Mecánica,Suscriptor,Nublado,15.0,0.0,Sí
V001013,2026-04-14 17:56:24,Universidad Javeriana,Chapinero,Zona G,Chapinero,6.3,1.06,Mecánica,Ocasional,Despejado,20.6,0.0,No
V002128,2026-04-03 14:11:10,Calle 116,Usaquén,Unicentro,Usaquén,29.2,5.64,Mecánica,Suscriptor,Lluvia ligera,16.7,2.3,No
V001718,2026-03-20 07:40:57,Centro Internacional,Santa Fe,Las Aguas,La Candelaria,11.2,2.03,Mecánica,Suscriptor,Despejado,19.4,0.0,No
V000938,2026-02-24 18:00:03,Parque de los Hippies,Chapinero,Las Aguas,La Candelaria,11.6,2.47,Mecánica,Suscriptor,Nublado,15.4,0.0,No
V000835,2026-04-11 13:26:20,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,10.9,2.77,Eléctrica,Ocasional,Nublado,18.3,0.0,Sí
V002798,2026-04-24 18:31:24,Calle 72,Chapinero,Museo Nacional,Santa Fe,22.6,3.88,Mecánica,Suscriptor,Despejado,19.5,0.0,No
V000255,2026-04-22 08:53:30,Simón Bolívar Sur,Teusaquillo,Galerías,Teusaquillo,6.7,1.22,Mecánica,Ocasional,Despejado,16.5,0.0,No
V001483,2026-03-24 07:34:23,San Felipe,Barrios Unidos,Calle 80,Barrios Unidos,9.1,2.58,Eléctrica,Ocasional,Despejado,14.2,0.0,No
V003173,2026-03-30 02:10:00,Unicentro,Usaquén,Calle 116,Usaquén,15.4,2.65,Mecánica,Suscriptor,Lluvia,15.6,3.8,No
V001408,2026-04-23 21:48:26,Calle 63,Chapinero,Calle 72,Chapinero,3.7,0.81,Eléctrica,Suscriptor,Despejado,19.0,0.0,No
V003106,2026-05-22 08:22:23,Corferias,Teusaquillo,,Chapinero,8.8,2.13,Mecánica,Suscriptor,Nublado,15.7,0.0,No
V002185,2026-03-08 01:54:47,Parkway,Teusaquillo,Galerías,Teusaquillo,16.8,3.48,Eléctrica,Suscriptor,Lluvia,14.4,10.3,Sí
V000724,2026-05-09 05:51:49,Calle 63,Chapinero,Parque de los Hippies,Chapinero,7.0,1.69,Eléctrica,Ocasional,Lluvia ligera,16.5,2.1,Sí
V000970,2026-02-01 03:11:07,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,6.8,1.57,Eléctrica,Suscriptor,Despejado,15.8,0.0,Sí
V000497,2026-02-28 17:24:01,Simón Bolívar Norte,Barrios Unidos,Parque de los Novios,Barrios Unidos,16.0,2.75,Eléctrica,Suscriptor,Lluvia,16.5,8.2,Sí
V000951,2026-04-23 08:12:41,San Felipe,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,9.1,1.57,Mecánica,Ocasional,Despejado,16.4,0.0,No
V000806,2026-04-16 13:18:34,Parque Nacional,Santa Fe,Parque Nacional,Santa Fe,7.3,1.45,Eléctrica,Suscriptor,Despejado,14.5,0.0,No
V001830,2026-03-10 08:01:46,Zona G,Chapinero,Parque de los Hippies,Chapinero,7.5,1.47,Mecánica,Suscriptor,Nublado,15.8,0.0,No
V002178,2026-02-07 23:07:48,Simón Bolívar Norte,Barrios Unidos,Calle 116,Usaquén,10.4,1.78,Mecánica,Suscriptor,Despejado,17.0,0.0,Sí
V001740,2026-04-26 12:07:57,Universidad Javeriana,Chapinero,Universidad Javeriana,Chapinero,8.8,1.32,Mecánica,Suscriptor,Nublado,17.5,0.0,Sí
V000338,2026-03-06 20:02:46,Las Nieves,Santa Fe,Museo Nacional,Santa Fe,9.1,2.23,Eléctrica,Ocasional,Nublado,13.7,0.0,No
V000731,2026-02-16 17:17:09,Calle 116,Usaquén,Parque El Virrey Norte,Usaquén,19.7,4.52,Mecánica,Ocasional,Despejado,11.1,0.0,No
V000609,2026-03-30 19:36:38,Parque de los Novios,Barrios Unidos,Parque de los Hippies,Chapinero,17.5,4.24,Eléctrica,Suscriptor,Lluvia ligera,16.2,0.8,No
V001149,2026-05-05 13:57:18,Universidad Javeriana,Chapinero,Las Aguas,La Candelaria,19.9,4.38,Mecánica,Suscriptor,Nublado,16.2,0.0,No
V002244,2026-05-06 08:25:31,Chorro de Quevedo,La Candelaria,Plaza de Bolívar,La Candelaria,6.7,1.12,Eléctrica,Ocasional,Nublado,12.9,0.0,No
V001714,2026-02-25 18:32:06,Parque de la 93,Chapinero,Parque de la 93,Chapinero,10.3,1.81,Mecánica,Ocasional,Despejado,12.4,0.0,No
V003187,2026-02-05 09:11:16,San Felipe,Barrios Unidos,Galerías,Teusaquillo,21.0,4.46,Eléctrica,Ocasional,Despejado,13.1,0.0,No
V000910,2026-05-18 03:09:02,Unicentro,Usaquén,Calle 116,Usaquén,16.3,2.53,Mecánica,Suscriptor,Nublado,15.5,0.0,No
V002633,2026-03-20 08:30:02,Corferias,Teusaquillo,Parkway,Teusaquillo,4.2,0.7,Mecánica,Ocasional,Nublado,17.6,0.0,No
V002152,2026-03-10 00:00:00,Calle 63,Chapinero,Zona G,Chapinero,13.5,2.89,Eléctrica,Ocasional,Nublado,17.2,0.0,No
V002011,2026-03-08 18:42:22,Parque Nacional,Santa Fe,Parque Nacional,Santa Fe,5.7,1.16,Eléctrica,Suscriptor,Despejado,16.6,0.0,Sí
V002492,2026-02-20 02:37:10,Chorro de Quevedo,La Candelaria,Las Aguas,La Candelaria,10.6,2.47,electrica,Suscriptor,Despejado,14.7,0.0,No
